camarapk,nome,UFNasc,UFAtuacao,codinomes,partidos,profissoes,cargos,legislaturas,foto,veja,politicosorg,wiki,curriculo,votocunha,urls,outros
102797,Regina Amélia D'Alencar Lino Coelho,AC,,Regina Lino,"MDB,PMDB,PSDB,PMDB",Socióloga,,,http://www.camara.gov.br/internet/deputado/bandep/74130.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102797&tipo=0,
99079,João Carlos Paolilo Bacelar,BA,,João Carlos Bacelar,"PDS,PFL,PMDB,PSC,PFL,PL",Industrial,,52,http://www.camara.gov.br/internet/deputado/bandep/74131.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99079&tipo=0,
102789,Wagner do Nascimento,MG,,Wagner Do Nascimento,"ARENA,PDS,PTB,PRN,PPB","Engenheiro, Professor, Empresário e Fazendeiro",,,http://www.camara.gov.br/internet/deputado/bandep/74132.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102789&tipo=0,
102783,Luiz Benedicto Máximo,SP,,Luiz Máximo,"PSP,MDB,PMDB,PSDB",Professor e Consultor Jurídico,,,http://www.camara.gov.br/internet/deputado/bandep/74135.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102783&tipo=0,
102803,Etevalda Grassi de Menezes,ES,,Etevalda Grassi De Menezes,"MDB,PTB,PMDB,PMDB",Bacharela em Direito e Comerciária,,,http://www.camara.gov.br/internet/deputado/bandep/74138.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102803&tipo=0,
108399,Marcelo de Oliveira Guimarães Filho,BA,,Marcelo Guimarães Filho,"DEM,PMDB,PFL,PL",Advogado,,"52,53,54",http://www.camara.gov.br/internet/deputado/bandep/74143.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108399&tipo=0,
107839,Anderson Adauto Pereira,MG,MG,Anderson Adauto,"PMDB,PMB,PMDB,PL",Advogado,,52,http://www.camara.gov.br/internet/deputado/bandep/74146.jpg,,,pt.wikipedia.org/wiki/Anderson_Adauto_Pereira,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107839&tipo=0,
109337,Carlos Willian de Souza,MG,,Carlos Willian,"PST,PPB,PSB,PSC,PMDB,PTC",Advogado,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74148.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109337&tipo=0,
108220,João Paulo Gomes da Silva,MG,,João Paulo Gomes Da Silva,"PSDB,PSD,PL,PSB","Advogado, Jornalista, Radialista e Contador",,52,http://www.camara.gov.br/internet/deputado/bandep/74154.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108220&tipo=0,
108390,Marcello Lignani Siqueira,MG,,Marcello Siqueira,"PMDB,MDB,PRN,PSDB,PMDB",Empresário e Engenheiro Civil e Eletrotécnico,,52,http://www.camara.gov.br/internet/deputado/bandep/74157.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108390&tipo=0,
107154,Almir Oliveira Moura,RJ,,Almir Moura,"PL,PMDB,PMDB,PFL,sp",Radialista e Ministro Evangélico,,52,http://www.camara.gov.br/internet/deputado/bandep/74167.jpg,,http://www.politicos.org.br/almir-moura,,Sanguessugas (Escândalo das Ambulâncias),,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107154&tipo=0,
109234,André Luiz Lopes da Silva,RJ,,André Luiz,"PMDB,PTR,PPB,PMDB,sp",Servidor Público,,52,http://www.camara.gov.br/internet/deputado/bandep/74168.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109234&tipo=0,
107910,João Mendes de Jesus,BA,RJ,João Mendes De Jesus,"PDT,PSL,PL,PSL,sp,PSB,sp","Economista, Auxiliar de Fazenda, Auxiliar de Administração e Bispo Evangélico",,52,http://www.camara.gov.br/internet/deputado/bandep/74170.jpg,,http://www.politicos.org.br/joao-mendes-de-jesus,pt.wikipedia.org/wiki/João_Mendes_de_Jesus,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107910&tipo=0,
109159,Elaine Carvalho Costa,RJ,,Elaine Costa,"PDT,PSDB,PMDB,PTB",Professora e Funcionária Pública,,52,http://www.camara.gov.br/internet/deputado/bandep/74174.jpg,,http://www.politicos.org.br/elaine-costa,,Sanguessugas (Escândalo das Ambulâncias),,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109159&tipo=0,
108540,José Divino Oliveira de Souza,MS,,José Divino,"PMDB,PL,PMDB,PMR,sp","Radialista, Locutor, Técnico em Transações Imobiliárias, Impressor Gráfico, Promotor de Vendas e Animador",,52,http://www.camara.gov.br/internet/deputado/bandep/74175.jpg,,,,Sanguessugas (Escândalo das Ambulâncias),,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108540&tipo=0,
107565,Josias Quintal de Oliveira,RJ,,Josias Quintal,"PTB,PSB,PMDB,PSB",Policial Militar,,52,http://www.camara.gov.br/internet/deputado/bandep/74176.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107565&tipo=0,
102204,Silvernani César Dos Santos,CE,,Silvernani Santos,"PDS,PFL,PTB,PST,PPB,PFL",Engenheiro Agrônomo,,,http://www.camara.gov.br/internet/deputado/bandep/74178.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102204&tipo=0,
101240,Auricélia Freitas de Assis,PA,,Célia Mendes,"PDS,PPR,PPB,PFL,PPB",Empresária,,,http://www.camara.gov.br/internet/deputado/bandep/74180.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101240&tipo=0,
101570,João Maia da Silva Filho,SP,,João Maia,"PT,PMDB,PP,PSDB,PFL",Professor e Produtor Rural,,,http://www.camara.gov.br/internet/deputado/bandep/74182.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/joao-maia.shtml?scrollto=conteudo-rede,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101570&tipo=0,
102167,José Edimar Ronivon Santiago de Melo,AC,,Ronivon Santiago,"PDS,PMDB,PSC,PDS,PPR,PSD,PFL,PPB,PP,sp,PMDB,sp,PP",Professor,,52,http://www.camara.gov.br/internet/deputado/bandep/74184.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/ronivon-santiago.shtml?scrollto=conteudo-rede,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102167&tipo=0,
98669,Maria Zila Frota Bezerra de Oliveira,RJ,,Zila Bezerra,"MDB,PMDB,PFL,PTB",Servidora Pública e Professora,,,http://www.camara.gov.br/internet/deputado/bandep/74185.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/zila-bezerra.shtml?scrollto=conteudo-rede,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98669&tipo=0,
96913,Antonio Jorge Godinho,TO,,Antônio Jorge,"PDS,PDC,PPR,PPB,PFL,PTB",Administrador de Empresas,,,http://www.camara.gov.br/internet/deputado/bandep/74186.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96913&tipo=0,
97986,Maria Das Dores Braga Nunes,TO,,Dolores Nunes,"PP,PSB,PTR,PMDB,PST,PSDB,PPB,PFL,PMDB",Advogada,,,http://www.camara.gov.br/internet/deputado/bandep/74188.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97986&tipo=0,
97391,José Dos Santos Freire Júnior,GO,,Freire Júnior,"MDB,PMDB,PRN,PMDB,PSDB",Agropecuarista e Economista,,53,http://www.camara.gov.br/internet/deputado/bandep/74189.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97391&tipo=0,
97593,João Batista de Jesus Ribeiro,GO,TO,João Ribeiro,"PDS,PFL,PPB,PFL",Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/74190.jpg,,http://www.politicos.org.br/joao-batista-de-jesus-ribeiro,pt.wikipedia.org/wiki/João_Ribeiro_(político),,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97593&tipo=0,
98235,Paulo Sardinha Mourão,TO,,Paulo Mourão,"PDS,PDC,PDS,PPR,PSDB",Engenheiro Agrônomo,,,http://www.camara.gov.br/internet/deputado/bandep/74192.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98235&tipo=0,
96896,Antonio Joaquim Araújo Filho,MA,,Antonio Joaquim,"PDS,PFL,PL,PPB,PP,PTB,PSDB",Médico,,52,http://www.camara.gov.br/internet/deputado/bandep/74194.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96896&tipo=0,
97088,Carlos Cesar Branco Bandeira,MA,,César Bandeira,"PDS,PFL,sp",Engenheiro Civil e Empresário,,52,http://www.camara.gov.br/internet/deputado/bandep/74195.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97088&tipo=0,
101269,Davi Alves Silva,MA,,Davi Alves Silva,"PDS,PFL,PMN,PPB",Pecuarista e Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/74196.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101269&tipo=0,
97364,Francisco de Assis Milhomem Coelho,MA,,Francisco Coelho,"PDS,PFL,PDC,PFL",Agropecuarista e Engenheiro Agrônomo,,,http://www.camara.gov.br/internet/deputado/bandep/74199.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97364&tipo=0,
101549,João Alberto de Souza,MA,,João Alberto,"ARENA,PDS,PFL,PMDB",Economista,,,http://www.camara.gov.br/internet/deputado/bandep/74202.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101549&tipo=0,
102329,Carlos Magno Duque Bacelar,MA,,Magno Bacelar,"ARENA,PSD,PFL,PDT,PFL",Advogado e Radialista,,,http://www.camara.gov.br/internet/deputado/bandep/74204.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102329&tipo=0,
98013,Mauro de Alencar Fecury,AC,,Mauro Fecury,"ARENA,PDS,PFL,PTB,PFL",Engenheiro Civil,,,http://www.camara.gov.br/internet/deputado/bandep/74206.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98013&tipo=0,
98317,Remi Abreu Trinta,MA,,Remi Trinta,"PDS,PFL,PMDB,PL,PST,PL",Médico e Cirurgião-Dentista,,52,http://www.camara.gov.br/internet/deputado/bandep/74208.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98317&tipo=0,
102815,José Neif Jabur,MG,,Neif Jabur,"PTB,MDB,PMDB,PPB,PMDB",Bacharel em Direito e Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/74219.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102815&tipo=0,
102881,Flávio Palmier Martins da Veiga,RJ,,Flávio Palmier Da Veiga,"PSD,ARENA,PDS,PMDB,PRN,PSDB",Advogado e Professor Universitário,,,http://www.camara.gov.br/internet/deputado/bandep/74223.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102881&tipo=0,
102769,Carlos Alberto Tavares Campista,RJ,,Carlos Alberto Campista,"PMDB,PSB,PDT,PFL",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/74224.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102769&tipo=0,
102855,Paulo Américo de Oliveira Nascimento,RJ,,Paulo Nascimento,"PPR,PSD,ARENA,PDS,PPB",Advogado e Professor,,,http://www.camara.gov.br/internet/deputado/bandep/74228.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102855&tipo=0,
102832,Silvio Pessoa de Carvalho,PE,,Silvio Pessoa,"UDN,ARENA,MDB,PMDB,PDT,PSDB,PMDB",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/74229.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102832&tipo=0,
102875,Robson Romero de Oliveira,RJ,,Robson Romero,"PFL,PRN,PSDB,PPB,PSDB",Médico,,,http://www.camara.gov.br/internet/deputado/bandep/74234.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102875&tipo=0,
99120,João Tota Soares de Figueiredo,PB,,João Tota,"ARENA,PDS,PPR,PPB,PP,PL,PP",Engenheiro Agrônomo,,52,http://www.camara.gov.br/internet/deputado/bandep/74240.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99120&tipo=0,
102943,Aécio de Borba Vasconcelos,CE,,Aécio De Borba,"UDN,PL,ARENA,PDS,PPR,PPB","Agropecuarista, Industrial, Jornalista, Radialista, Professor e Empresário Industrial",,,http://www.camara.gov.br/internet/deputado/bandep/74244.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102943&tipo=0,
99127,Ana Catarina Lyra Alves,RJ,,Ana Catarina,"PFL,PTR,PFL,PL,PMDB",Empresária,,,http://www.camara.gov.br/internet/deputado/bandep/74248.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99127&tipo=0,
102970,Manoel Messias Góis,SE,,Messias Góis,"UDN,ARENA,PDS,PFL",Advogado e Pecuarista,,,http://www.camara.gov.br/internet/deputado/bandep/74249.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102970&tipo=0,
102977,José Oliveira Costa,AL,,José Costa,"MDB,PMDB,PSD,PMDB,PSDB",Advogado e Jornalista,,,http://www.camara.gov.br/internet/deputado/bandep/74250.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102977&tipo=0,
111716,Denise Frossard Loschi,MG,,Juíza Denise Frossard,"PPS,PSDB,sp,PPS","Advogada, Professora e Magistrada",,52,http://www.camara.gov.br/internet/deputado/bandep/74252.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=111716&tipo=0,
108626,Renato Cozzolino Sobrinho,RJ,,Renato Cozzolino,"PMDB,PSC,PMDB,PRP,sp,PDT",Militar e Professor,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74257.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108626&tipo=0,
107712,Sandro Matos Pereira,RJ,,Sandro Matos,"PPB,PSD,PSB,PMDB,PTB,sp,PR",Empresário e Comerciante,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74258.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107712&tipo=0,
107433,Jaildo Vieira Reis,BA,,Vieira Reis,"PMDB,PMR,sp",Radialista e Gerenciamento e Administração de Empresas,,52,http://www.camara.gov.br/internet/deputado/bandep/74259.jpg,,,,Sanguessugas (Escândalo das   Ambulâncias),,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107433&tipo=0,
109276,João Batista Ramos da Silva,RJ,SP,João Batista,"PFL,sp,PP",Economista e Técnico em Contabilidade,,52,http://www.camara.gov.br/internet/deputado/bandep/74261.jpg,,http://www.politicos.org.br/joao-batista,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109276&tipo=0,
107330,Edna Bezerra Sampaio Fernandes,RJ,,Edna Macedo,"PTB,PMDB,PPB,PTB",Superior Incompleto,,52,http://www.camara.gov.br/internet/deputado/bandep/74267.jpg,,,,Sanguessugas (Escândalo das Ambulâncias),,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107330&tipo=0,
108355,Antonio Adolpho Lobbe Neto,SP,,Lobbe Neto,"PMDB,PMDB,PSDB,PSDB",Biomédico,,"52,53,55",http://www.camara.gov.br/internet/deputado/bandep/74277.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108355&tipo=0,
108717,Thelma Pimentel Figueiredo de Oliveira,MT,,Thelma De Oliveira,"MDB,PMDB,PDT,PSDB",Enfermeira,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74286.jpg,,,,Improbidade Administrativa e Formação de Quadrilha,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108717&tipo=0,
108697,José Fuscaldi Cesilio,MG,,Tatico,"PSC,PSD,PTB,PL,PTB",Fazendeiro e Comerciante,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74289.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108697&tipo=0,
101418,Luiz de Gonzaga Fonseca Mota,CE,,Gonzaga Mota,"PDS,PMDB,PTB,PMDB,PSDB",Economista e Professor,,52,http://www.camara.gov.br/internet/deputado/bandep/74294.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101418&tipo=0,
101665,José Leônidas de Menezes Cristino,CE,,Leônidas Cristino,"PSDB,PPS,PSB,PROS,PDT",Engenheiro Civil,,52.55,http://www.camara.gov.br/internet/deputado/bandep/74299.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101665&tipo=0,
98530,Ubiratan Diniz de Aguiar,CE,,Ubiratan Aguiar,"ARENA,PDS,PMDB,PSDB",Advogado e Professor,,,http://www.camara.gov.br/internet/deputado/bandep/74307.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98530&tipo=0,
101651,José Gerardo Oliveira de Arruda Filho,CE,,Zé Gerardo,"PMDB,PSC,PSDB,PMDB",Empresário,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74309.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101651&tipo=0,
101020,Alberto Tavares Silva,PI,,Alberto Silva,"UDN,PMDB,PP,ARENA","Engenheiro Civil, Engenheiro Mecânico e Engenheiro Eletricista",,53,http://www.camara.gov.br/internet/deputado/bandep/74310.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101020&tipo=0,
97009,Benedito de Carvalho Sá,PI,,B. Sá,"PMDB,PDS,PP,PSDB,PPS,PSB",Médico,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74312.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97009&tipo=0,
101189,Carlos Alberto de Sousa,RN,,Carlos Alberto,"MDB,PDS,PTB,PDC,PFL,PSDB","Jornalista, Radialista, Empresário e Publicitário",,,http://www.camara.gov.br/internet/deputado/bandep/74322.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101189&tipo=0,
97491,Iberê Paiva Ferreira de Souza,RN,,Iberê Ferreira,"MDB,PDS,PFL,PPB,PTB,PSB",Advogado,,52,http://www.camara.gov.br/internet/deputado/bandep/74325.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97491&tipo=0,
96746,Adauto Pereira de Lima,PB,,Adauto Pereira,"ARENA,UDN,PDS,PFL",Agropecuarista e Industrial,,52,http://www.camara.gov.br/internet/deputado/bandep/74328.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96746&tipo=0,
103028,Antonio Ferreira de Andrade,PB,,Antonio Ferreira,"MDB,ARENA,PDS,PFL",Empresário e Construtor,,,http://www.camara.gov.br/internet/deputado/bandep/74332.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103028&tipo=0,
103060,Jamil Haddad,RJ,,Jamil Haddad,"PDT,PSB,MDB,PSB",Médico,,,http://www.camara.gov.br/internet/deputado/bandep/74338.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103060&tipo=0,
100558,Luiz Alfredo Salomão,RJ,,Luiz Salomão,"MDB,PMDB,PDT,PT","Economista, Engenheiro e Professor",,,http://www.camara.gov.br/internet/deputado/bandep/74339.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100558&tipo=0,
99355,Almir Morais Sá,PR,,Sá,"MDB,PRN,PMDB,PTB,PPB,PP,PL",Advogado,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74341.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99355&tipo=0,
99176,Benedito Dias de Carvalho,PA,PA,Dr. Benedito Dias,"PSDB,PFL,PPB,PP",Médico e Empresário,,52,http://www.camara.gov.br/internet/deputado/bandep/74343.jpg,,,pt.wikipedia.org/wiki/Benedito_Dias,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99176&tipo=0,
100006,Deusdeth Antônio Corrêa Pantoja,PA,,Deusdeth Pantoja,"PMDB,PPB,PTB,PFL","Servidor Público, Professor e Contador",,,http://www.camara.gov.br/internet/deputado/bandep/74347.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100006&tipo=0,
100064,João Batista Oliveira de Araujo,PA,,Babá,"PT,sp,PSOL",Professor Universitário e Engenheiro Mecânico,,52,http://www.camara.gov.br/internet/deputado/bandep/74349.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100064&tipo=0,
109173,Cezar Augusto Carollo Silvestri,PR,,Cezar Silvestri,"PTB,PDT,PSDB,PPS",Agropecuarista e Engenheiro Civil,,"52,53,54",http://www.camara.gov.br/internet/deputado/bandep/74379.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109173&tipo=0,
109013,Ivan Cesar Ranzolin,SC,,Ivan Ranzolin,"PPB,PDS,PRN,ARENA,PPR,PP,sp,PFL","Advogado, Professor Universitário e Professor Secundário",,52,http://www.camara.gov.br/internet/deputado/bandep/74387.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109013&tipo=0,
109341,Érico da Silva Ribeiro,RS,,Érico Ribeiro,"PL,ARENA,PDS,PPR,PPB,PP",Engenheiro Civil e Empresário,,52,http://www.camara.gov.br/internet/deputado/bandep/74393.jpg,,http://www.politicos.org.br/erico-ribeiro,,Crime Contra a Ordem Tributária e Apropriação Indébita,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109341&tipo=0,
108098,Francisco Sérgio Turra,RS,,Francisco Turra,"PPB,ARENA,PDS,PP",Advogado,,52,http://www.camara.gov.br/internet/deputado/bandep/74394.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108098&tipo=0,
107587,Luciana Krebs Genro,RS,,Luciana Genro,"PT,sp,PSOL",Professora,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74397.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107587&tipo=0,
112160,Enio Cesar Cesilio,MG,,Enio Tatico,"PSC,PL,PTB,PMDB,PL,PTB",Empresário,,52,http://www.camara.gov.br/internet/deputado/bandep/74402.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=112160&tipo=0,
96834,Álvaro Gaudêncio Neto,PB,,Alvaro Gaudencio Neto,"ARENA,PDS,PL,PFL",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/74404.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96834&tipo=0,
96957,Armando Abilio Vieira,PB,,Armando Abílio,"PTB,PMDB,PSDB,ARENA,PFL",Médico,,"52,53,54",http://www.camara.gov.br/internet/deputado/bandep/74405.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96957&tipo=0,
97259,Enivaldo Ribeiro,PB,,Enivaldo Ribeiro,"ARENA,PDS,PDT,PPR,PPB,PP",Advogado e Empresário,,52,http://www.camara.gov.br/internet/deputado/bandep/74408.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/enivaldo-ribeiro.shtml?scrollto=conteudo-rede,http://www.politicos.org.br/enivaldo-ribeiro,pt.wikipedia.org/wiki/Enivaldo_Ribeiro,"Crime Contra a Ordem Tributária, Sanguessugas (Escândalo das Ambulâncias)",,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97259&tipo=0,
98640,Wilson Leite Braga,PB,,Wilson Braga,"UDN,PSB,ARENA,PDS,PFL,PDT,PSDB,PFL,PMDB",Advogado,,53,http://www.camara.gov.br/internet/deputado/bandep/74414.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98640&tipo=0,
101372,Fernando Soares Lyra,PE,,Fernando Lyra,"MDB,PMDB,PDT,PSB",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/74418.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101372&tipo=0,
97445,Luiz Gonzaga Patriota,PE,PE,Gonzaga Patriota,"PSB,PDT,MDB,PMDB","Advogado, Jornalista, Administrador de Empresas e Contador",,"52,53,54,55",http://www.camara.gov.br/internet/deputado/bandep/74419.jpg,,http://www.politicos.org.br/luiz-gonzaga-patriota,pt.wikipedia.org/wiki/Luiz_Gonzaga_Patriota,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97445&tipo=0,
97645,João Bastos Colaço Dias,PE,,João Colaço,"PL,PTR,PP,PSB,PMDB,PSDB",Industrial e Administrador de Empresas,,,http://www.camara.gov.br/internet/deputado/bandep/74422.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97645&tipo=0,
97718,José Severiano Chaves,PE,,José Chaves,"PSB,PTB,PMDB,PSDB",Engenheiro Civil,,"52,53,54",http://www.camara.gov.br/internet/deputado/bandep/74423.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97718&tipo=0,
97782,José Mendonça Bezerra,PE,,José Mendonça Bezerra,"ARENA,PDS,PFL,DEM","Advogado, Pecuarista, Bacharel em Direito, Empresário e Avicultor",,52.53,http://www.camara.gov.br/internet/deputado/bandep/74425.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97782&tipo=0,
97800,José Múcio Monteiro Filho,PE,,José Múcio Monteiro,"PDS,PFL,PSDB,PTB",Engenheiro Civil,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74426.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97800&tipo=0,
97937,Luiz Piauhylino de Mello Monteiro,PE,,Luiz Piauhylino,"PMDB,PSB,PSDB,PTB,PDT",Advogado,,52,http://www.camara.gov.br/internet/deputado/bandep/74427.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97937&tipo=0,
