"id","nome","UF","codinomes","partidos","profissoes","legislaturas","urls"
"110018","Dimas Eduardo Ramalho","SP","Dimas Ramalho","PMDB,PPS","Procurador de Justiça","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=110018&tipo=0"
"97304","Expedito Gonçalves Ferreira Junior","Guararapes, SP","EXPEDITO JÚNIOR - PSDB/RO","PMDB, 1984-1989; PL, 1989-1995; PPB, 1995-1997; PL, 1997; PFL, 1997-2001; PSDB, 2001-.","Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97304&tipo=0"
"161604","Sétimo Waquim","MA","Professor Setimo","PMDB","Professor de Ensino Médio","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161604&tipo=0"
"99246","Carlos Eduardo Cintra da Costa Pereira","PE","Carlos Eduardo Cadoca","S.PARTIDO","Advogado","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99246&tipo=0"
"109045","José Eduardo Vieira Ribeiro","BA","Zezéu Ribeiro","PT","","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109045&tipo=0"
"108194","Janete Maria Góes Capiberibe","AP","Janete Capiberibe","PCB","","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108194&tipo=0"
"99731","Augusto do Prado Franco Neto","Aracaju, SE","AUGUSTO FRANCO - PSDB/SE","PSDB, 1996-.","Empresário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99731&tipo=0"
"98392","Romel Anízio Jorge","Ituiutaba, MG","ROMEL ANIZIO - PP/MG","ARENA, 1971-1979; PDS, 1980-1990; PRN, 1990-1994; PP, 1994-1995; PPB, 1995-2003; PP, 2003-.","Agropecuarista e Empresário Rural","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98392&tipo=0"
"96813","Aldo Silva Arantes","Anápolis, GO","ALDO ARANTES - PCdoB/GO","PMDB, 1981-1987; PCdoB, 1987-.","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96813&tipo=0"
"193697","Mario Feitoza de Carvalho Freitas","CE","Mario Feitoza","PMDB,PSDB","Agropecuarista, Administrador de Empresas e Empresário","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193697&tipo=0"
"100460","Carlos Eduardo Moreira Ferreira","São Paulo, SP","MOREIRA FERREIRA - PFL/SP","PFL, 1997-.","Agropecuarista, Industrial e Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100460&tipo=0"
"194540","Pedro Dos Santos Lima Guerra","PR","Pedro Guerra","PSD","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194540&tipo=0"
"103737","Luiz Carlos Sigmaringa Seixas","Niterói, RJ","SIGMARINGA SEIXAS - PT/DF","PMDB; PSDB, 1987-1995; PT, 1997-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103737&tipo=0"
"100597","Osvaldo Roberto Sobrinho","Pirapozinho, SP","OSVALDO SOBRINHO - PTB/MT","ARENA, 1976-1979; PP, 1980-1982; PMDB, 1984-1988; PTB, 1988-2000; PSDB, 2000; PTB, 2000-.","Advogado, Economista, Professor e Empresário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100597&tipo=0"
"109013","Ivan Cesar Ranzolin","Lages, SC","IVAN RANZOLIN - PFL/SC","PPB, -2003; PDS; PRN; ARENA; PPR; PP, 2003-2005; S.PARTIDO, 2005; PFL, 2005-.","Advogado, Professor Universitário e Professor Secundário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109013&tipo=0"
"160787","Décio Nery de Lima","SC","Décio Lima","PT","Advogado e Professor de Ensino Médio","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160787&tipo=0"
"108163","Iriny Nicolau Corres Lopes","MG","Iriny Lopes","PT","","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108163&tipo=0"
"162961","Homero Barbosa Neto","Santa Rita do Passa Quatro, SP","BARBOSA NETO - PDT/PR","PDT, 1990-1997; PPB, 1997-1998; PMN, 1998-1999; PDT, 1999-.","Jornalista e Radialista","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162961&tipo=0"
"189168","Iolanda Keiko Miashiro Ota","SP","Keiko Ota","PSB","Escritora e Empresária","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189168&tipo=0"
"189167","Guilherme Mussi Ferreira","PR","Guilherme Mussi","PV,PSD,PP","Administrador de Empresas","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189167&tipo=0"
"189169","Jonas Donizette Ferreira","MG","Jonas Donizette","PSB,PSDB","Radialista","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189169&tipo=0"
"97093","Ciro Nogueira Lima Filho","Teresina, PI","CIRO NOGUEIRA - PP/PI","PFL, 1994-2004; PP, 2004-.","Advogado","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97093&tipo=0"
"189175","Luiz Fernando Arantes Machado","MG","Luiz Fernando Machado","PSDB","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189175&tipo=0"
"189174","Junji Abe","SP","Junji Abe","PL,PSD","Empresário Rural e Consultor","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189174&tipo=0"
"99274","Marcos Antônio de Barros","Recife, PE","MARCOS DE JESUS - S.PARTIDO/PE","PTB, 1997-1999; PST, 1999-2000; PSDB, 2000; PL, 2000-2005; PFL, 2005-2006; S.PARTIDO, 2006-.","Radialista, Pastor Evangélico e Auxiliar de Enfermagem","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99274&tipo=0"
"189177","Marco Antonio Feliciano","SP","Pr. Marco Feliciano","PSC","Empresário, Pastor Evangélico e Conferencista","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189177&tipo=0"
"189176","Marcelo Theodoro de Aguiar","SP","Marcelo Aguiar","PSD","Músico","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189176&tipo=0"
"189171","José de Filippi Júnior","SP","José De Filippi","PT","Engenheiro Civil","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189171&tipo=0"
"189170","José Carlos Vaz de Lima","SP","Vaz De Lima","PSDB","Agente Fiscal de Rendas","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189170&tipo=0"
"122466","Ronaldo Manchado Martins","SP","Ronaldo Martins","PRB,PTN,PMN,PTC,PTdoB,PSL","Músico,radialista","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=122466"
"189173","José Olimpio Silveira Moraes","SP","Missionário José Olimpio","PP","Comerciante","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189173&tipo=0"
"189172","José Luiz de França Penna","RN","Penna","PV","Músico, Ator, Cantor e Compositor","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189172&tipo=0"
"160309","Janete Rocha Pietá","RJ","Janete Rocha Pietá","PT","Professora e Arquiteta","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160309&tipo=0"
"100678","José Helenildo Ribeiro Monteiro","Lagoa de Ouro, PE","HELENILDO RIBEIRO - PSDB/AL","PDS, 1976-1989; PTB, 1989-1991; PSDB, 1991-.","Promotor de Justiça","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100678&tipo=0"
"180367","Marcio Alessandro Flexa de Oliveira","Santarém, PA","ALESSANDRO SABINO - PMDB/AP","PMDB, 2005-.","Empresário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=180367&tipo=0"
"108178","Ivo José da Silva","Açucena, MG","IVO JOSÉ - PT/MG","PT, 1983-.","Técnico em Eletrônica e Telecomunicações","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108178&tipo=0"
"109027","Luciano Ferreira de Sousa","Parnaíba, PI","LUCIANO LEITOA - PSB/MA","PDT, 1997-2003; PSB, 2003-.","Estudante","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109027&tipo=0"
"109020","José Maurício Rabelo","Chumbo, MG","MAURÍCIO RABELO - PL/TO","PDC, 1992-2001; PSD, 2001-2003; PTB, 2003; PL, 2003-.","Radialista, Professor, Empresário e Lavrador","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109020&tipo=0"
"97617","João Domingos Fassarella","Vargem Alta, ES","JOÃO FASSARELLA - PT/MG","PMDB, 1981-1986; PT, 1986-.","Professor e Sociólogo","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97617&tipo=0"
"148673","José Claudio Rorato","Foz do Iguaçu, PR","CLAUDIO RORATO - PMDB/PR","PMDB, 1978-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=148673&tipo=0"
"189179","Otoniel Carlos de Lima","SP","Otoniel Lima","PPB,PL,PR","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189179&tipo=0"
"189178","Newton Lima Neto","SP","Newton Lima","PT","Professor Universitário","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189178&tipo=0"
"97088","Carlos Cesar Branco Bandeira","Grajaú, MA","CÉSAR BANDEIRA - S.PARTIDO/MA","PDS, 1980-1985; PFL, 1985-2006; S.PARTIDO, 2006-.","Engenheiro Civil e Empresário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97088&tipo=0"
"97082","Celso Ubirajara Russomanno","São Paulo, SP","CELSO RUSSOMANNO - PRB/SP","PFL, 1985-1994; PSDB, 1994-1997; PP, 1997-2011; PRB, 2011-.","Apresentador de Televisão e Repórter","52, 53, 55,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97082&tipo=0"
"101539","Jerônimo de Oliveira Reis","Lagarto, SE","JERÔNIMO REIS - DEM/SE","PFL, 1985-1993; PMN, 1994-1999; PSDB, 1999-2001; PTB, 2001-2005; PFL, 2005-2007; DEM, 2007-.","Comerciante e Político","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101539&tipo=0"
"189188","William Dib","SP","William Dib","PSB,PTB,MDB,PMDB,PSDB","Médico","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189188&tipo=0"
"189187","Vicente Cândido da Silva","MG","Vicente Candido","PT","Advogado e Comerciante","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189187&tipo=0"
"97364","Francisco de Assis Milhomem Coelho","Balsas, MA","FRANCISCO COELHO - PFL/MA","PDS, 1982-1985; PFL, 1985-1989; PDC, 1989-1993; PFL, 1993-.","Agropecuarista e Engenheiro Agrônomo","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97364&tipo=0"
"189182","Ricardo Izar Junior","SP","Ricardo Izar","PV,PSD,PP","Economista e Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189182&tipo=0"
"189181","Protógenes Pinheiro de Queiroz","BA","Delegado Protógenes","PCdoB","Delegado de Polícia Federal","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189181&tipo=0"
"189184","Rodrigo Garcia","SP","Rodrigo Garcia","DEM","Advogado e Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189184&tipo=0"
"189183","Roberto Alves de Lucena","SP","Roberto De Lucena","PV","Pastor Evangélico, Escritor e Conferencista","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189183&tipo=0"
"189180","Paulo Roberto Freire da Costa","SP","Paulo Freire","PR","Ministro do Evangelho","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189180&tipo=0"
"69871","Joao Carlos Bacelar Batista","BA","Bacelar","PTN,PTdoB,PSL","Administrador","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=69871"
"100206","Nelson Tadeu Filippelli","Catanduva, SP","TADEU FILIPPELLI - PMDB/DF","PP, 1994-1995; PMDB, 1995-.","Empresário e Engenheiro Elétrico","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100206&tipo=0"
"99349","Airton Antonio Soligo","Capanema, PR","AIRTON CASCAVEL - PPS/RR","PTB, 1988-1996; PPB, 1996-1999; PPS, 1999-.","Empresário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99349&tipo=0"
"189149","Jerônimo Pizzolotto Goergen","RS","Jerônimo Goergen","PP","Advogado","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189149&tipo=0"
"189146","Danrlei de Deus Hinterholz","RS","Danrlei De Deus Hinterholz","PSD","Atleta Profissional de Futebol","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189146&tipo=0"
"189145","Assis Flávio da Silva Melo","RS","Assis Melo","PCdoB","Metalúrgico","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189145&tipo=0"
"116604","Sérgio Ramos Caiado","Anápolis, GO","SÉRGIO CAIADO - PP/GO","PDS; PSDB; PPB; ARENA, 1973-.","Agropecuarista e Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=116604&tipo=0"
"189148","Giovani Cherini","RS","Giovani Cherini","PR","Tecnólogo em Cooperativismo","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189148&tipo=0"
"189147","Dionilso Mateus Marcon","RS","Marcon","PT","Agricultor","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189147&tipo=0"
"99294","Darci Pompeo de Mattos","Santo Augusto, RS","POMPEO DE MATTOS - PDT/RS","MDB, 1976-1979; PDT, 1979-.","Advogado e Bancário","52, 53, 55,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99294&tipo=0"
"189153","Jorginho Dos Santos Mello","SC","Jorginho Mello","PR","Advogado e Bancário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189153&tipo=0"
"189152","João Rodrigues","SC","João Rodrigues","PSD","Radialista e Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189152&tipo=0"
"189155","Onofre Santo Agustini","RS","Onofre Santo Agostini","PSD","Serventuário da Justiça","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189155&tipo=0"
"189154","Marco Antonio Tebaldi","RS","Marco Tebaldi","PSDB,PFL","Engenheiro e Funcionário Público","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189154&tipo=0"
"189151","Ronaldo Miro Zülke","RS","Ronaldo Zulke","PT","Professor","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189151&tipo=0"
"189150","Jose Luiz Stédile","RS","Jose Stédile","PT","Administrador Público e Metalúrgico","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189150&tipo=0"
"101102","Sérgio Barradas Carneiro","BA","Sérgio Barradas Carneiro","PT","Advogado e Administrador de Empresas","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101102&tipo=0"
"100258","Evilásio Cavalcante de Farias","Cabaceiras, PB","DR. EVILÁSIO - PSB/SP","PMDB, 1988-1989; PSDB, 1989-1997; PSB, 1997-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100258&tipo=0"
"99624","Waldir Artur Schmidt","São Leopoldo, RS","WALDIR SCHMIDT - PMDB/RS","MDB, 1971-1979; PMDB, 1979-.","Empresário, Técnico em Contabilidade e Corretor de Imóveis","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99624&tipo=0"
"100710","Gessivaldo Isaías de Carvalho Silva","Teresina, PI","GESSIVALDO ISAIAS - PMDB/PI","PRONA, 1998-1999; PMDB, 1999-.","Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100710&tipo=0"
"100274","Luiz Antonio de Medeiros Neto","Eirunepé, AM","MEDEIROS - PL/SP","PFL, 1997-2000; PL, 2001-.","Metalúrgico e Torneiro Mecânico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100274&tipo=0"
"147760","José Alfonso Ebert Hamm","RS","Afonso Hamm","PP,PPB","Engenheiro Agrônomo","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=147760&tipo=0"
"159729","Paulo Henrique Ellery Lustosa da Costa","CE","Paulo Henrique Lustosa","PMDB,PFL,PP","Administrador e Consultor","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=159729&tipo=0"
"159728","Cassio Taniguchi","Paraguaçu Paulista, SP","CASSIO TANIGUCHI - DEM/PR","PDT, 1992-1998; PFL, 1999-2007; DEM, 2007-.","Engenheiro Eletrônico","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=159728&tipo=0"
"99287","Cezar Augusto Schirmer","Santa Maria, RS","CEZAR SCHIRMER - PMDB/RS","MDB, 1972-1981; PMDB, 1981-.","Advogado e Professor Universitário","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99287&tipo=0"
"189157","Rogério Mendonça","SC","Rogério Peninha Mendonça","PMDB","Engenheiro Agrônomo","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189157&tipo=0"
"189156","Pedro Francisco Uczai","SC","Pedro Uczai","PT","Professor Universitário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189156&tipo=0"
"189159","André Luís Dantas Ferreira","BA","Andre Moura","PSC,PFL","Gestor Público","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189159&tipo=0"
"189158","Ronaldo José Benedet","SC","Ronaldo Benedet","PMDB","Advogado","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189158&tipo=0"
"189164","Bruna Dias Furlan","SP","Bruna Furlan","PSDB","","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189164&tipo=0"
"189163","Alexandre Leite da Silva","SP","Alexandre Leite","DEM","Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189163&tipo=0"
"189166","Gabriel Benedito Issaac Chalita","SP","Gabriel Chalita","PSB,PMDB,PSDB","Professor Universitário e Escritor","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189166&tipo=0"
"189165","Carlos Jose de Almeida","MG","Carlinhos Almeida","PT","Professor","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189165&tipo=0"
"98891","Jaime Fernandes Filho","Vitória, ES","JAIME FERNANDES - PFL/BA","PFL, 1994-.","Pecuarista","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98891&tipo=0"
"99281","Pedro Eugênio de Castro Toledo Cabral","PE","Pedro Eugênio","PT","Economista e Professor Universitário","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99281&tipo=0"
"189162","Adriano Eli Corrêa","SP","Eli Correa Filho","DEM","Radialista","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189162&tipo=0"
"189161","Márcio Costa Macêdo","BA","Márcio Macêdo","PT","Professor e Biólogo","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189161&tipo=0"
"100265","Gilberto Kassab","São Paulo, SP","GILBERTO KASSAB - PFL/SP","PL, 1986-1994; PFL, 1995-.","Economista e Engenheiro Civil","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100265&tipo=0"
"190149","Fabricio José Satiro de Oliveira","PR","","","","","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=190149"
"100268","Julio Francisco Semeghini Neto","SP","Julio Semeghini","PSDB","Engenheiro Eletroeletrônico","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100268&tipo=0"
"99074","Lamartine Posella Sobrinho","Campinas, SP","LAMARTINE POSELLA - PMDB/SP","PP, 1993-1995; PPB, 1995-1999; PMDB, 1999-.","Pastor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99074&tipo=0"
"100242","Antonio Palocci Filho","Ribeirão Preto, SP","ANTONIO PALOCCI - PT/SP","PT, 1980-.","Médico","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100242&tipo=0"
"103750","Antônia Lúcia Navarro Braga","João Pessoa, PB","LÚCIA BRAGA - PMDB/PB","PSD, -2003; PFL; PDT; PMN, 2003; PTB, 2003; PT, 2003-2005; PMDB, 2005; S.PARTIDO, 2005; PMDB, 2005-.","Assistente Social","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103750&tipo=0"
"189128","Jean Wyllys de Matos Santos","BA","Jean Wyllys","PSOL","Jornalista, Professor Universitário, Escritor e Comunicador","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189128&tipo=0"
"189127","Francisco Floriano de Sousa Silva","RJ","Francisco Floriano","PR","Apresentador de Televisão, Locutor, Publicitário e Representante Comercial","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189127&tipo=0"
"189129","Jorge de Oliveira","RJ","Zoinho","PR","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189129&tipo=0"
"101814","Maria Laura Sales Pinheiro","Jaguaribe, CE","MARIA LAURA - PT/DF","PT, 1980-.","Professora Universitária, Socióloga e Assistente Social","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101814&tipo=0"
"189124","Alfredo Helio Syrkis","RJ","Alfredo Sirkis","PV","Jornalista","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189124&tipo=0"
"189123","Alessandro Lucciola Molon","MG","Alessandro Molon","PT,REDE","Advogado e Professor Universitário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189123&tipo=0"
"189126","Aureo Lidio Moreira Ribeiro","RJ","Aureo","PRTB,SD","Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189126&tipo=0"
"189125","Aluizio Dos Santos Junior","RJ","Dr. Aluizio","PV","Neurocirurgião","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189125&tipo=0"
"189131","Pedro Paulo Carvalho Teixeira","RJ","Pedro Paulo","PMDB","Economista","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189131&tipo=0"
"189130","Liliam Sá de Paula","RJ","Liliam Sá","PR,PSD,PR,PROS","Radialista e Apresentador de Televisão","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189130&tipo=0"
"192773","Raimundo de Sá Urtiga Filho","Picos, PI","R. SÁ FILHO - PSDB/PI","","Advogado e Empresário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=192773&tipo=0"
"189133","Sergio Zveiter","RJ","Sergio Zveiter","PSD","Advogado","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189133&tipo=0"
"189132","Romario de Souza Faria","RJ","Romário","S.PARTIDO","Empresário","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189132&tipo=0"
"98984","Oscar Ilton de Andrade","Juatuba, MG","OSCAR ANDRADE - PL/RO","PSB, 1994-1996; PMDB, 1996-1997; PFL, 1997-2001; PL, 2001-.","Empresário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98984&tipo=0"
"100251","Vandeval Lima Dos Santos","Rio de Janeiro, RJ","WANDERVAL SANTOS - PL/SP","PTB, 1997-1999; PL, 1999-.","Radialista e Empresário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100251&tipo=0"
"99011","Oswaldo Soler","Bálsamo, SP","OSWALDO SOLER - PSDB/MT","ARENA; PMDB; PSDB, 1996-.","Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99011&tipo=0"
"189139","Francisco Vieira Sampaio","MA","Chico Das Verduras","PPB","Empresário, Motorista e Carpinteiro","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189139&tipo=0"
"189138","Máriton Benedito de Holanda","PI","Padre Ton","PT","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189138&tipo=0"
"99330","Marcos Flávio Rolim","Porto Alegre, RS","MARCOS ROLIM - PT/RS","MDB, 1975-1981; PMDB, 1981-1984; PT, 1984-.","Jornalista","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99330&tipo=0"
"189135","Washington Reis de Oliveira","RJ","Washington Reis","PMDB","","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189135&tipo=0"
"142094","Ana Maria Quintans Guerra de Oliveira","Campina Grande, PB","ANA GUERRA - PT/MG","PT, 1988-.","Psicóloga","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=142094&tipo=0"
"189134","Vitor Paulo Araujo Dos Santos","RJ","Vitor Paulo","PSDB,PRB","Jornalista e Radialista","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189134&tipo=0"
"189136","Paulo Wagner Leite Dantas","RN","Paulo Wagner","PV","Apresentador de Televisão","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189136&tipo=0"
"189142","Raul da Silva Lima Sobrinho","RR","Raul Lima","PP,PSD,PP","Administrador","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189142&tipo=0"
"189141","Paulo Cesar Justo Quartiero","RS","Paulo Cesar Quartiero","DEM,PDT","Engenheiro Agrônomo","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189141&tipo=0"
"192784","José Roberto Corrêa do Nascimento","Santa Teresa, ES","JOSÉ ROBERTO DUDÉ - PT/ES","PT, 1985-.","Comerciário, Operador de Produção Industrial e Orientador Técnico Mecânico","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=192784&tipo=0"
